Type,EDI_Std_Nomenclature,AISC_Manual_Label,Design Wall Thickness,Nominal Weight,"Area, A","Depth, d",,Web/Stem,,,,Flange,,,,Distance,,,,,,Shear Critical,Compact Section Criteria,,,b/t,h/t,D/t,Axis X - X,,,,,,Axis Y - Y,,,,,,Axis Z - Z,,,,rts,ho,J/Sxho,Workable Flat,,Torsional Properties,,,,, Surface Area 
,,,,,,,,,,,,,,,,k,,k1,T,Workable Gage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,t,W,,,,"Thickness, tw",,tw/2,Area,"Width, bf",,"Thickness, tf",,kdes,kdet,,,WGi,WGo,eo,,,,,,,I,S,r,y?,Z,yp,I,S,r,x?,Z,xp,I,S,r,tan ?,,,,Depth,Width,J,C,Cw,r?o,H,
,,,in.,lb/ft,in.2,in.,,in.,,in.,in.2,in.,,in.,,in.,,in.,in.,in.,in.,in.,bf/2tf,h/tw,d/tw,,,,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,in.,in.3,in.,in.4,in.3,in.,,in.,in.,,in.,in.,in.4,in.3,in.6,in.,, ft2/ft 
W,W33X318,W33X318,–,318,93.7,35.2,35  1/8 ,1.04,1  1/16,  9/16,–,16.0,16      ,1.89,1  7/8 ,2.68,3  3/16,1  3/4 ,28  7/8 ,5  1/2 ,3    ,–,4.23,28.7,–,–,–,–,19500,1110,14.5,–,1270,–,1290,161,3.71,–,250,–,–,–,–,–,4.40,33.3,0.002283,–,–,84.4,–,357000,–,–,–
W,W33X291,W33X291,–,291,85.6,34.8,34  7/8 ,0.960, 15/16,  1/2 ,–,15.9,15  7/8 ,1.73,1  3/4 ,2.52,2 15/16,1 11/16,28  7/8 ,5  1/2 ,3    ,–,4.60,31.0,–,–,–,–,17700,1020,14.4,–,1160,–,1160,146,3.68,–,226,–,–,–,–,–,4.34,33.1,0.001928,–,–,65.1,–,319000,–,–,–
W,W33X263,W33X263,–,263,77.4,34.5,34  1/2 ,0.870,  7/8 ,  7/16,–,15.8,15  3/4 ,1.57,1  9/16,2.36,2 13/16,1  5/8 ,28  7/8 ,5  1/2 ,3    ,–,5.03,34.3,–,–,–,–,15900,919,14.3,–,1040,–,1040,131,3.66,–,202,–,–,–,–,–,4.31,32.9,0.001611,–,–,48.7,–,281000,–,–,–
W,W33X241,W33X241,–,241,71.1,34.2,34  1/8 ,0.830, 13/16,  7/16,–,15.9,15  7/8 ,1.40,1  3/8 ,2.19,2 11/16,1  5/8 ,28  7/8 ,5  1/2 ,3    ,–,5.66,35.9,–,–,–,–,14200,831,14.1,–,940,–,933,118,3.62,–,182,–,–,–,–,–,4.29,32.8,0.001328,–,–,36.2,–,251000,–,–,–
W,W33X221,W33X221,–,221,65.3,33.9,33  7/8 ,0.775,  3/4 ,  3/8 ,–,15.8,15  3/4 ,1.28,1  1/4 ,2.06,2  1/2 ,1  5/8 ,28  7/8 ,5  1/2 ,3    ,–,6.20,38.5,–,–,–,–,12900,759,14.1,–,857,–,840,106,3.59,–,164,–,–,–,–,–,4.25,32.6,0.001124,–,–,27.8,–,224000,–,–,–
W,W33X201,W33X201,–,201,59.1,33.7,33  5/8 ,0.715, 11/16,  3/8 ,–,15.7,15  3/4 ,1.15,1  1/8 ,1.94,2  7/16,1  9/16,28  7/8 ,5  1/2 ,3    ,–,6.85,41.7,–,–,–,–,11600,686,14.0,–,773,–,749,95.2,3.56,–,147,–,–,–,–,–,4.21,32.6,0.000930,–,–,20.8,–,198000,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W33X169,W33X169,–,169,49.5,33.8,33  7/8 ,0.670, 11/16,  3/8 ,–,11.5,11  1/2 ,1.22,1  1/4 ,1.92,2  7/16,1  9/16,28  7/8 ,5  1/2 ,–,–,4.71,44.7,–,–,–,–,9290,549,13.7,–,629,–,310,53.9,2.50,–,84.4,–,–,–,–,–,3.03,32.6,0.000989,–,–,17.7,–,82400,–,–,–
W,W33X152,W33X152,–,152,44.9,33.5,33  1/2 ,0.635,  5/8 ,  5/16,–,11.6,11  5/8 ,1.06,1  1/16,1.76,2  5/16,1  1/2 ,28  7/8 ,5  1/2 ,–,–,5.48,47.2,–,–,–,–,8160,487,13.5,–,559,–,273,47.2,2.47,–,73.9,–,–,–,–,–,3.01,32.4,0.000786,–,–,12.4,–,71700,–,–,–
W,W33X141,W33X141,–,141,41.5,33.3,33  1/4 ,0.605,  5/8 ,  5/16,–,11.5,11  1/2 ,0.960, 15/16,1.66,2  3/16,1  1/2 ,28  7/8 ,5  1/2 ,–,–,6.01,49.6,–,–,–,–,7450,448,13.4,–,514,–,246,42.7,2.43,–,66.9,–,–,–,–,–,2.98,32.3,0.000670,–,–,9.70,–,64400,–,–,–
W,W33X130,W33X130,–,130,38.3,33.1,33  1/8 ,0.580,  9/16,  5/16,–,11.5,11  1/2 ,0.855,  7/8 ,1.56,2  1/8 ,1  1/2 ,28  7/8 ,5  1/2 ,–,–,6.73,51.7,–,–,–,–,6710,406,13.2,–,467,–,218,37.9,2.39,–,59.5,–,–,–,–,–,2.94,32.2,0.000564,–,–,7.37,–,56600,–,–,–
W,W33X118,W33X118,–,118,34.7,32.9,32  7/8 ,0.550,  9/16,  5/16,–,11.5,11  1/2 ,0.740,  3/4 ,1.44,2      ,1  1/2 ,28  7/8 ,5  1/2 ,–,–,7.76,54.5,–,–,–,–,5900,359,13.0,–,415,–,187,32.6,2.32,–,51.3,–,–,–,–,–,2.89,32.2,0.000458,–,–,5.30,–,48300,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W30X391,W30X391,–,391,115,33.2,33  1/4 ,1.36,1  3/8 , 11/16,–,15.6,15  5/8 ,2.44,2  7/16,3.23,3  3/4 ,1  7/8 ,25  3/4 ,5  1/2 ,3    ,–,3.19,19.7,–,–,–,–,20700,1250,13.4,–,1450,–,1550,198,3.67,–,310,–,–,–,–,–,4.37,30.8,0.004494,–,–,173,–,366000,–,–,–
W,W30X357,W30X357,–,357,105,32.8,32  3/4 ,1.24,1  1/4 ,  5/8 ,–,15.5,15  1/2 ,2.24,2  1/4 ,3.03,3  1/2 ,1 13/16,25  3/4 ,5  1/2 ,3    ,–,3.45,21.6,–,–,–,–,18700,1140,13.3,–,1320,–,1390,179,3.64,–,279,–,–,–,–,–,4.31,30.6,0.003841,–,–,134,–,324000,–,–,–
W,W30X326,W30X326,–,326,95.9,32.4,32  3/8 ,1.14,1  1/8 ,  9/16,–,15.4,15  3/8 ,2.05,2  1/16,2.84,3  5/16,1  3/4 ,25  3/4 ,5  1/2 ,3    ,–,3.75,23.4,–,–,–,–,16800,1040,13.2,–,1190,–,1240,162,3.60,–,252,–,–,–,–,–,4.26,30.4,0.003258,–,–,103,–,287000,–,–,–
W,W30X292,W30X292,–,292,86.0,32.0,32      ,1.02,1      ,  1/2 ,–,15.3,15  1/4 ,1.85,1  7/8 ,2.64,3  1/8 ,1  3/4 ,25  3/4 ,5  1/2 ,3    ,–,4.12,26.2,–,–,–,–,14900,930,13.2,–,1060,–,1100,144,3.58,–,223,–,–,–,–,–,4.22,30.2,0.002677,–,–,75.2,–,250000,–,–,–
W,W30X261,W30X261,–,261,77.0,31.6,31  5/8 ,0.930, 15/16,  1/2 ,–,15.2,15  1/8 ,1.65,1  5/8 ,2.44,2 15/16,1 11/16,25  3/4 ,5  1/2 ,3    ,–,4.59,28.7,–,–,–,–,13100,829,13.1,–,943,–,959,127,3.53,–,196,–,–,–,–,–,4.16,30.0,0.002175,–,–,54.1,–,215000,–,–,–
W,W30X235,W30X235,–,235,69.3,31.3,31  1/4 ,0.830, 13/16,  7/16,–,15.1,15      ,1.50,1  1/2 ,2.29,2  3/4 ,1  5/8 ,25  3/4 ,5  1/2 ,3    ,–,5.02,32.2,–,–,–,–,11700,748,13.0,–,847,–,855,114,3.51,–,175,–,–,–,–,–,4.13,29.8,0.001808,–,–,40.3,–,190000,–,–,–
W,W30X211,W30X211,–,211,62.3,30.9,31      ,0.775,  3/4 ,  3/8 ,–,15.1,15  1/8 ,1.32,1  5/16,2.10,2  9/16,1  5/8 ,25  3/4 ,5  1/2 ,3    ,–,5.74,34.5,–,–,–,–,10300,665,12.9,–,751,–,757,100,3.49,–,155,–,–,–,–,–,4.11,29.6,0.001443,–,–,28.4,–,166000,–,–,–
W,W30X191,W30X191,–,191,56.1,30.7,30  5/8 ,0.710, 11/16,  3/8 ,–,15.0,15      ,1.19,1  3/16,1.97,2  1/2 ,1  9/16,25  3/4 ,5  1/2 ,3    ,–,6.35,37.7,–,–,–,–,9200,600,12.8,–,675,–,673,89.5,3.46,–,138,–,–,–,–,–,4.06,29.5,0.001186,–,–,21.0,–,146000,–,–,–
W,W30X173,W30X173,–,173,50.9,30.4,30  1/2 ,0.655,  5/8 ,  5/16,–,15.0,15      ,1.07,1  1/16,1.85,2  5/16,1  9/16,25  3/4 ,5  1/2 ,3    ,–,7.04,40.8,–,–,–,–,8230,541,12.7,–,607,–,598,79.8,3.42,–,123,–,–,–,–,–,4.03,29.3,0.000984,–,–,15.6,–,129000,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W30X148,W30X148,–,148,43.6,30.7,30  5/8 ,0.650,  5/8 ,  5/16,–,10.5,10  1/2 ,1.18,1  3/16,1.83,2  1/2 ,1  9/16,25  3/4 ,5  1/2 ,–,–,4.44,41.6,–,–,–,–,6680,436,12.4,–,500,–,227,43.3,2.28,–,68.0,–,–,–,–,–,2.77,29.5,0.001127,–,–,14.5,–,49400,–,–,–
W,W30X132,W30X132,–,132,38.8,30.3,30  1/4 ,0.615,  5/8 ,  5/16,–,10.5,10  1/2 ,1.00,1      ,1.65,2  1/4 ,1  1/2 ,25  3/4 ,5  1/2 ,–,–,5.27,43.9,–,–,–,–,5770,380,12.2,–,437,–,196,37.2,2.25,–,58.4,–,–,–,–,–,2.75,29.3,0.000873,–,–,9.72,–,42100,–,–,–
W,W30X124,W30X124,–,124,36.5,30.2,30  1/8 ,0.585,  9/16,  5/16,–,10.5,10  1/2 ,0.930, 15/16,1.58,2  1/4 ,1  1/2 ,25  3/4 ,5  1/2 ,–,–,5.65,46.2,–,–,–,–,5360,355,12.1,–,408,–,181,34.4,2.23,–,54.0,–,–,–,–,–,2.73,29.3,0.000768,–,–,7.99,–,38600,–,–,–
W,W30X116,W30X116,–,116,34.2,30.0,30      ,0.565,  9/16,  5/16,–,10.5,10  1/2 ,0.850,  7/8 ,1.50,2  1/8 ,1  1/2 ,25  3/4 ,5  1/2 ,–,–,6.17,47.8,–,–,–,–,4930,329,12.0,–,378,–,164,31.3,2.19,–,49.2,–,–,–,–,–,2.70,29.2,0.000669,–,–,6.43,–,34900,–,–,–
W,W30X108,W30X108,–,108,31.7,29.8,29  7/8 ,0.545,  9/16,  5/16,–,10.5,10  1/2 ,0.760,  3/4 ,1.41,2      ,1  1/2 ,25  3/4 ,5  1/2 ,–,–,6.89,49.6,–,–,–,–,4470,299,11.9,–,346,–,146,27.9,2.15,–,43.9,–,–,–,–,–,2.67,29.0,0.000575,–,–,4.99,–,30900,–,–,–
W,W30X99,W30X99,–,99.0,29.0,29.7,29  5/8 ,0.520,  1/2 ,  1/4 ,–,10.5,10  1/2 ,0.670, 11/16,1.32,2      ,1  1/2 ,25  3/4 ,5  1/2 ,–,–,7.80,51.9,–,–,–,–,3990,269,11.7,–,312,–,128,24.5,2.10,–,38.6,–,–,–,–,–,2.62,29.0,0.000483,–,–,3.77,–,26800,–,–,–
W,W30X90,W30X90,–,90.0,26.3,29.5,29  1/2 ,0.470,  1/2 ,  1/4 ,–,10.4,10  3/8 ,0.610,  5/8 ,1.26,1  7/8 ,1  7/16,25  3/4 ,5  1/2 ,–,–,8.52,57.5,–,–,–,–,3610,245,11.7,–,283,–,115,22.1,2.09,–,34.7,–,–,–,–,–,2.60,28.9,0.000401,–,–,2.84,–,24000,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W27X539,W27X539,–,539,159,32.5,32  1/2 ,1.97,2      ,1      ,–,15.3,15  1/4 ,3.54,3  9/16,4.33,4  7/16,1 13/16,23      ,5  1/2 ,–,–,2.15,12.1,–,–,–,–,25600,1570,12.7,–,1890,–,2110,277,3.65,–,437,–,–,–,–,–,4.41,29.0,0.010894,–,–,496,–,443000,–,–,–
W,W27X368,W27X368,–,368,109,30.4,30  3/8 ,1.38,1  3/8 , 11/16,–,14.7,14  5/8 ,2.48,2  1/2 ,3.27,3 11/16,1  7/8 ,23      ,5  1/2 ,–,–,2.96,17.3,–,–,–,–,16200,1060,12.2,–,1240,–,1310,179,3.48,–,279,–,–,–,–,–,4.15,27.9,0.005748,–,–,170,–,255000,–,–,–
W,W27X336,W27X336,–,336,99.2,30.0,30      ,1.26,1  1/4 ,  5/8 ,–,14.6,14  1/2 ,2.28,2  1/4 ,3.07,3  1/2 ,1 13/16,23      ,5  1/2 ,–,–,3.19,18.9,–,–,–,–,14600,972,12.1,–,1130,–,1180,162,3.45,–,252,–,–,–,–,–,4.10,27.7,0.004865,–,–,131,–,226000,–,–,–
W,W27X307,W27X307,–,307,90.2,29.6,29  5/8 ,1.16,1  3/16,  5/8 ,–,14.4,14  1/2 ,2.09,2  1/16,2.88,3  5/16,1 13/16,23      ,5  1/2 ,–,–,3.46,20.6,–,–,–,–,13100,887,12.0,–,1030,–,1050,146,3.41,–,227,–,–,–,–,–,4.04,27.5,0.004141,–,–,101,–,199000,–,–,–
W,W27X281,W27X281,–,281,83.1,29.3,29  1/4 ,1.06,1  1/16,  9/16,–,14.4,14  3/8 ,1.93,1 15/16,2.72,3  1/8 ,1  3/4 ,23      ,5  1/2 ,–,–,3.72,22.5,–,–,–,–,11900,814,12.0,–,936,–,953,133,3.39,–,206,–,–,–,–,–,4.00,27.4,0.003564,–,–,79.5,–,178000,–,–,–
W,W27X258,W27X258,–,258,76.1,29.0,29      ,0.980,1      ,  1/2 ,–,14.3,14  1/4 ,1.77,1  3/4 ,2.56,3      ,1 11/16,23      ,5  1/2 ,–,–,4.03,24.4,–,–,–,–,10800,745,11.9,–,852,–,859,120,3.36,–,187,–,–,–,–,–,3.96,27.2,0.003040,–,–,61.6,–,159000,–,–,–
W,W27X235,W27X235,–,235,69.4,28.7,28  5/8 ,0.910, 15/16,  1/2 ,–,14.2,14  1/4 ,1.61,1  5/8 ,2.40,2  7/8 ,1 11/16,23      ,5  1/2 ,–,–,4.41,26.2,–,–,–,–,9700,677,11.8,–,772,–,769,108,3.33,–,168,–,–,–,–,–,3.92,27.1,0.002562,–,–,47.0,–,141000,–,–,–
W,W27X217,W27X217,–,217,63.9,28.4,28  3/8 ,0.830, 13/16,  7/16,–,14.1,14  1/8 ,1.50,1  1/2 ,2.29,2 11/16,1  5/8 ,23      ,5  1/2 ,–,–,4.71,28.7,–,–,–,–,8910,627,11.8,–,711,–,704,100,3.32,–,154,–,–,–,–,–,3.89,26.9,0.002229,–,–,37.6,–,128000,–,–,–
W,W27X194,W27X194,–,194,57.1,28.1,28  1/8 ,0.750,  3/4 ,  3/8 ,–,14.0,14      ,1.34,1  5/16,2.13,2  9/16,1  9/16,23      ,5  1/2 ,–,–,5.24,31.8,–,–,–,–,7860,559,11.7,–,631,–,619,88.1,3.29,–,136,–,–,–,–,–,3.85,26.8,0.001809,–,–,27.1,–,111000,–,–,–
W,W27X178,W27X178,–,178,52.5,27.8,27  3/4 ,0.725,  3/4 ,  3/8 ,–,14.1,14  1/8 ,1.19,1  3/16,1.98,2  3/8 ,1  9/16,23      ,5  1/2 ,–,–,5.92,32.9,–,–,–,–,7020,505,11.6,–,570,–,555,78.8,3.25,–,122,–,–,–,–,–,3.83,26.6,0.001496,–,–,20.1,–,98400,–,–,–
W,W27X161,W27X161,–,161,47.6,27.6,27  5/8 ,0.660, 11/16,  3/8 ,–,14.0,14      ,1.08,1  1/16,1.87,2  5/16,1  9/16,23      ,5  1/2 ,–,–,6.49,36.1,–,–,–,–,6310,458,11.5,–,515,–,497,70.9,3.23,–,109,–,–,–,–,–,3.79,26.5,0.001244,–,–,15.1,–,87300,–,–,–
W,W27X146,W27X146,–,146,43.2,27.4,27  3/8 ,0.605,  5/8 ,  5/16,–,14.0,14      ,0.975,1      ,1.76,2  3/16,1  1/2 ,23      ,5  1/2 ,–,–,7.16,39.4,–,–,–,–,5660,414,11.5,–,464,–,443,63.5,3.20,–,97.7,–,–,–,–,–,3.76,26.4,0.001034,–,–,11.3,–,77200,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W27X129,W27X129,–,129,37.8,27.6,27  5/8 ,0.610,  5/8 ,  5/16,–,10.0,10      ,1.10,1  1/8 ,1.70,2  5/16,1  1/2 ,23      ,5  1/2 ,–,–,4.55,39.7,–,–,–,–,4760,345,11.2,–,395,–,184,36.8,2.21,–,57.6,–,–,–,–,–,2.66,26.5,0.001214,–,–,11.1,–,32500,–,–,–
W,W27X114,W27X114,–,114,33.6,27.3,27  1/4 ,0.570,  9/16,  5/16,–,10.1,10  1/8 ,0.930, 15/16,1.53,2  1/8 ,1  1/2 ,23      ,5  1/2 ,–,–,5.41,42.5,–,–,–,–,4080,299,11.0,–,343,–,159,31.5,2.18,–,49.3,–,–,–,–,–,2.65,26.4,0.000929,–,–,7.33,–,27600,–,–,–
W,W27X102,W27X102,–,102,30.0,27.1,27  1/8 ,0.515,  1/2 ,  1/4 ,–,10.0,10      ,0.830, 13/16,1.43,2  1/16,1  7/16,23      ,5  1/2 ,–,–,6.03,47.1,–,–,–,–,3620,267,11.0,–,305,–,139,27.8,2.15,–,43.4,–,–,–,–,–,2.62,26.3,0.000752,–,–,5.28,–,24000,–,–,–
W,W27X94,W27X94,–,94.0,27.6,26.9,26  7/8 ,0.490,  1/2 ,  1/4 ,–,10.0,10      ,0.745,  3/4 ,1.34,1 15/16,1  7/16,23      ,5  1/2 ,–,–,6.70,49.5,–,–,–,–,3270,243,10.9,–,278,–,124,24.8,2.12,–,38.8,–,–,–,–,–,2.59,26.2,0.000633,–,–,4.03,–,21300,–,–,–
W,W27X84,W27X84,–,84.0,24.7,26.7,26  3/4 ,0.460,  7/16,  1/4 ,–,10.0,10      ,0.640,  5/8 ,1.24,1  7/8 ,1  7/16,23      ,5  1/2 ,–,–,7.78,52.7,–,–,–,–,2850,213,10.7,–,244,–,106,21.2,2.07,–,33.2,–,–,–,–,–,2.54,26.1,0.000505,–,–,2.81,–,17900,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W24X370,W24X370,–,370,109,28.0,28      ,1.52,1  1/2 ,  3/4 ,–,13.7,13  5/8 ,2.72,2  3/4 ,3.22,4      ,2      ,20      ,5  1/2 ,–,–,2.51,14.2,–,–,–,–,13400,957,11.1,–,1130,–,1160,170,3.27,–,267,–,–,–,–,–,3.92,25.3,0.008302,–,–,201,–,186000,–,–,–
W,W24X335,W24X335,–,335,98.3,27.5,27  1/2 ,1.38,1  3/8 , 11/16,–,13.5,13  1/2 ,2.48,2  1/2 ,2.98,3  3/4 ,1  7/8 ,20      ,5  1/2 ,–,–,2.73,15.6,–,–,–,–,11900,864,11.0,–,1020,–,1030,152,3.23,–,238,–,–,–,–,–,3.86,25.0,0.007037,–,–,152,–,161000,–,–,–
W,W24X306,W24X306,–,306,89.7,27.1,27  1/8 ,1.26,1  1/4 ,  5/8 ,–,13.4,13  3/8 ,2.28,2  1/4 ,2.78,3  9/16,1 13/16,20      ,5  1/2 ,–,–,2.94,17.1,–,–,–,–,10700,789,10.9,–,922,–,919,137,3.20,–,214,–,–,–,–,–,3.81,24.8,0.005979,–,–,117,–,142000,–,–,–
W,W24X279,W24X279,–,279,81.9,26.7,26  3/4 ,1.16,1  3/16,  5/8 ,–,13.3,13  1/4 ,2.09,2  1/16,2.59,3  3/8 ,1 13/16,20      ,5  1/2 ,–,–,3.18,18.6,–,–,–,–,9600,718,10.8,–,835,–,823,124,3.17,–,193,–,–,–,–,–,3.76,24.6,0.005124,–,–,90.5,–,125000,–,–,–
W,W24X250,W24X250,–,250,73.5,26.3,26  3/8 ,1.04,1  1/16,  9/16,–,13.2,13  1/8 ,1.89,1  7/8 ,2.39,3  1/8 ,1  3/4 ,20      ,5  1/2 ,–,–,3.49,20.7,–,–,–,–,8490,644,10.7,–,744,–,724,110,3.14,–,171,–,–,–,–,–,3.71,24.4,0.004238,–,–,66.6,–,108000,–,–,–
W,W24X229,W24X229,–,229,67.2,26.0,26      ,0.960, 15/16,  1/2 ,–,13.1,13  1/8 ,1.73,1  3/4 ,2.23,3      ,1 11/16,20      ,5  1/2 ,–,–,3.79,22.5,–,–,–,–,7650,588,10.7,–,675,–,651,99.4,3.11,–,154,–,–,–,–,–,3.67,24.3,0.003590,–,–,51.3,–,96100,–,–,–
W,W24X207,W24X207,–,207,60.7,25.7,25  3/4 ,0.870,  7/8 ,  7/16,–,13.0,13      ,1.57,1  9/16,2.07,2  7/8 ,1  5/8 ,20      ,5  1/2 ,–,–,4.14,24.8,–,–,–,–,6820,531,10.6,–,606,–,578,88.8,3.08,–,137,–,–,–,–,–,3.62,24.1,0.002993,–,–,38.3,–,84100,–,–,–
W,W24X192,W24X192,–,192,56.5,25.5,25  1/2 ,0.810, 13/16,  7/16,–,13.0,13      ,1.46,1  7/16,1.96,2  3/4 ,1  5/8 ,20      ,5  1/2 ,–,–,4.43,26.6,–,–,–,–,6260,491,10.5,–,559,–,530,81.8,3.07,–,126,–,–,–,–,–,3.60,24.0,0.002614,–,–,30.8,–,76300,–,–,–
W,W24X176,W24X176,–,176,51.7,25.2,25  1/4 ,0.750,  3/4 ,  3/8 ,–,12.9,12  7/8 ,1.34,1  5/16,1.84,2  5/8 ,1  9/16,20      ,5  1/2 ,–,–,4.81,28.7,–,–,–,–,5680,450,10.5,–,511,–,479,74.3,3.04,–,115,–,–,–,–,–,3.57,23.9,0.002222,–,–,23.9,–,68400,–,–,–
W,W24X162,W24X162,–,162,47.8,25.0,25      ,0.705, 11/16,  3/8 ,–,13.0,13      ,1.22,1  1/4 ,1.72,2  1/2 ,1  9/16,20      ,5  1/2 ,–,–,5.31,30.6,–,–,–,–,5170,414,10.4,–,468,–,443,68.4,3.05,–,105,–,–,–,–,–,3.57,23.8,0.001878,–,–,18.5,–,62600,–,–,–
W,W24X146,W24X146,–,146,43.0,24.7,24  3/4 ,0.650,  5/8 ,  5/16,–,12.9,12  7/8 ,1.09,1  1/16,1.59,2  3/8 ,1  9/16,20      ,5  1/2 ,–,–,5.92,33.2,–,–,–,–,4580,371,10.3,–,418,–,391,60.5,3.01,–,93.2,–,–,–,–,–,3.53,23.6,0.001530,–,–,13.4,–,54600,–,–,–
W,W24X131,W24X131,–,131,38.6,24.5,24  1/2 ,0.605,  5/8 ,  5/16,–,12.9,12  7/8 ,0.960, 15/16,1.46,2  1/4 ,1  1/2 ,20      ,5  1/2 ,–,–,6.70,35.6,–,–,–,–,4020,329,10.2,–,370,–,340,53.0,2.97,–,81.5,–,–,–,–,–,3.49,23.5,0.001229,–,–,9.50,–,47100,–,–,–
W,W24X117,W24X117,–,117,34.4,24.3,24  1/4 ,0.550,  9/16,  5/16,–,12.8,12  3/4 ,0.850,  7/8 ,1.35,2  1/8 ,1  1/2 ,20      ,5  1/2 ,–,–,7.53,39.2,–,–,–,–,3540,291,10.1,–,327,–,297,46.5,2.94,–,71.4,–,–,–,–,–,3.46,23.5,0.000983,–,–,6.72,–,40800,–,–,–
W,W24X104,W24X104,–,104,30.7,24.1,24      ,0.500,  1/2 ,  1/4 ,–,12.8,12  3/4 ,0.750,  3/4 ,1.25,2  1/16,1  7/16,20      ,5  1/2 ,–,–,8.50,43.1,–,–,–,–,3100,258,10.1,–,289,–,259,40.7,2.91,–,62.4,–,–,–,–,–,3.42,23.4,0.000782,–,–,4.72,–,35200,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W24X103,W24X103,–,103,30.3,24.5,24  1/2 ,0.550,  9/16,  5/16,–,9.00,9      ,0.980,1      ,1.48,2  1/4 ,1  1/2 ,20      ,5  1/2 ,–,–,4.59,39.2,–,–,–,–,3000,245,10.0,–,280,–,119,26.5,1.99,–,41.5,–,–,–,–,–,2.40,23.5,0.001228,–,–,7.07,–,16600,–,–,–
W,W24X94,W24X94,–,94.0,27.7,24.3,24  1/4 ,0.515,  1/2 ,  1/4 ,–,9.07,9  1/8 ,0.875,  7/8 ,1.38,2  1/8 ,1  7/16,20      ,5  1/2 ,–,–,5.18,41.9,–,–,–,–,2700,222,9.87,–,254,–,109,24.0,1.98,–,37.5,–,–,–,–,–,2.40,23.4,0.001013,–,–,5.26,–,15000,–,–,–
W,W24X84,W24X84,–,84.0,24.7,24.1,24  1/8 ,0.470,  1/2 ,  1/4 ,–,9.02,9      ,0.770,  3/4 ,1.27,2  1/16,1  7/16,20      ,5  1/2 ,–,–,5.86,45.9,–,–,–,–,2370,196,9.79,–,224,–,94.4,20.9,1.95,–,32.6,–,–,–,–,–,2.37,23.3,0.000810,–,–,3.70,–,12800,–,–,–
W,W24X76,W24X76,–,76.0,22.4,23.9,23  7/8 ,0.440,  7/16,  1/4 ,–,8.99,9      ,0.680, 11/16,1.18,1 15/16,1  7/16,20      ,5  1/2 ,–,–,6.61,49.0,–,–,–,–,2100,176,9.69,–,200,–,82.5,18.4,1.92,–,28.6,–,–,–,–,–,2.33,23.2,0.000656,–,–,2.68,–,11100,–,–,–
W,W24X68,W24X68,–,68.0,20.1,23.7,23  3/4 ,0.415,  7/16,  1/4 ,–,8.97,9      ,0.585,  9/16,1.09,1  7/8 ,1  7/16,20      ,5  1/2 ,–,–,7.66,52.0,–,–,–,–,1830,154,9.55,–,177,–,70.4,15.7,1.87,–,24.5,–,–,–,–,–,2.30,23.1,0.000526,–,–,1.87,–,9430,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W24X62,W24X62,–,62.0,18.2,23.7,23  3/4 ,0.430,  7/16,  1/4 ,–,7.04,7      ,0.590,  9/16,1.09,1  1/2 ,1  1/16,20  3/4 ,3  1/2 ,–,–,5.97,50.1,–,–,–,–,1550,131,9.23,–,153,–,34.5,9.80,1.38,–,15.7,–,–,–,–,–,1.75,23.1,0.000565,–,–,1.71,–,4620,–,–,–
W,W24X55,W24X55,–,55.0,16.2,23.6,23  5/8 ,0.395,  3/8 ,  3/16,–,7.01,7      ,0.505,  1/2 ,1.01,1  7/16,1      ,20  3/4 ,3  1/2 ,–,–,6.94,54.6,–,–,–,–,1350,114,9.11,–,134,–,29.1,8.30,1.34,–,13.3,–,–,–,–,–,1.72,23.1,0.000448,–,–,1.18,–,3870,–,–,–
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W,W21X275,W21X275,–,275,81.8,24.1,24  1/8 ,1.22,1  1/4 ,  5/8 ,–,12.9,12  7/8 ,2.19,2  3/16,3.37,3  7/16,1 13/16,17  1/4 ,5  1/2 ,–,–,2.95,14.2,–,–,–,–,7690,638,9.70,–,749,–,787,122,3.10,–,191,–,–,–,–,–,3.68,21.9,0.007658,–,–,107,–,94400,–,–,–
